Year,Quarter,GEO,Products,Average_Price,VALUE
2017,3,British Columbia,"White rice, 2 kilograms",7.010000000000001,4934202
2017,3,British Columbia,"White sugar, 2 kilograms",3.1199999999999997,4934202
2017,3,British Columbia,"Wieners, 400 grams",3.4800000000000004,4934202
2017,3,British Columbia,"Yogurt, 500 grams",2.7133333333333334,4934202
2017,4,British Columbia,"Almonds, 200 grams",4.16,4962706
2017,4,British Columbia,"Apple juice, 2 litres",2.9766666666666666,4962706
2017,4,British Columbia,"Apples, per kilogram",3.5700000000000003,4962706
2017,4,British Columbia,"Avocado, unit",1.8,4962706
2017,4,British Columbia,"Baby food, 128 millilitres",1.28,4962706
2017,4,British Columbia,"Bacon, 500 grams",5.93,4962706
2017,4,British Columbia,"Bananas, per kilogram",1.5533333333333335,4962706
2017,4,British Columbia,"Block cheese, 500 grams",6.083333333333333,4962706
2017,4,British Columbia,"Broccoli, unit",2.483333333333333,4962706
2017,4,British Columbia,"Brown rice, 900 grams ",4.523333333333333,4962706
2017,4,British Columbia,"Butter, 454 grams",4.056666666666667,4962706
2017,4,British Columbia,"Cabbage, per kilogram",1.6500000000000001,4962706
2017,4,British Columbia,"Canned beans and lentils, 540 millilitres",1.2033333333333334,4962706
2017,4,British Columbia,"Canned soup, 284 millilitres",1.4100000000000001,4962706
2017,4,British Columbia,"Cantaloupe, unit",2.7433333333333336,4962706
2017,4,British Columbia,"Celery, unit",1.88,4962706
2017,4,British Columbia,"Cereal, 400 grams",3.23,4962706
2017,4,British Columbia,"Chicken breasts, per kilogram",13.843333333333334,4962706
2017,4,British Columbia,"Cream, 1 litre",3.223333333333333,4962706
2017,4,British Columbia,"Cucumber, unit",1.8733333333333333,4962706
2017,4,British Columbia,"Dry or fresh pasta, 500 grams",2.5533333333333332,4962706
2017,4,British Columbia,"Eggs, 1 dozen",3.8200000000000003,4962706
2017,4,British Columbia,"Flatbread and pita, 500 grams ",3.56,4962706
2017,4,British Columbia,"Grapes, per kilogram",6.823333333333333,4962706
2017,4,British Columbia,"Ground beef, per kilogram",8.986666666666666,4962706
2017,4,British Columbia,"Iceberg lettuce, unit",2.1766666666666663,4962706
2017,4,British Columbia,"Infant formula, 900 grams ",30.576666666666668,4962706
2017,4,British Columbia,"Ketchup, 1 litre",3.1633333333333336,4962706
2017,4,British Columbia,"Lemons, unit",1.02,4962706
2017,4,British Columbia,"Limes, unit",0.5233333333333333,4962706
2017,4,British Columbia,"Margarine, 907 grams",4.3133333333333335,4962706
2017,4,British Columbia,"Mayonnaise, 890 millilitres ",4.56,4962706
2017,4,British Columbia,"Meatless burgers, 226 grams",4.2299999999999995,4962706
2017,4,British Columbia,"Milk, 4 litres",4.82,4962706
2017,4,British Columbia,"Onions, per kilogram",3.3433333333333333,4962706
2017,4,British Columbia,"Orange juice, 2 litres",3.8766666666666665,4962706
2017,4,British Columbia,"Oranges, per kilogram",3.6666666666666665,4962706
2017,4,British Columbia,"Pasta sauce, 650 millilitres",2.23,4962706
2017,4,British Columbia,"Peanuts, 450 grams",3.453333333333333,4962706
2017,4,British Columbia,"Pears, per kilogram",4.036666666666666,4962706
2017,4,British Columbia,"Peppers, per kilogram",6.8933333333333335,4962706
2017,4,British Columbia,"Pork loin cuts, per kilogram",9.483333333333333,4962706
2017,4,British Columbia,"Potatoes, per kilogram",2.83,4962706
2017,4,British Columbia,"Roasted or ground coffee, 340 grams",5.33,4962706
2017,4,British Columbia,"Salad dressing, 475 millilitres",2.4,4962706
2017,4,British Columbia,"Salmon, per kilogram",23.25,4962706
2017,4,British Columbia,"Salsa, 418 millilitres",3.3033333333333332,4962706
2017,4,British Columbia,"Shrimp, 300 grams",7.596666666666667,4962706
2017,4,British Columbia,"Squash, per kilogram",2.8166666666666664,4962706
2017,4,British Columbia,Tea (20 bags),3.3633333333333333,4962706
2017,4,British Columbia,"Tofu, 350 grams ",2.106666666666667,4962706
2017,4,British Columbia,"Tomatoes, per kilogram",4.17,4962706
2017,4,British Columbia,"Vegetable oil, 3 litres",10.816666666666668,4962706
2017,4,British Columbia,"Wheat flour, 2.5 kilograms",4.493333333333333,4962706
2017,4,British Columbia,"White bread, 675 grams",3.0400000000000005,4962706
2017,4,British Columbia,"White rice, 2 kilograms",7.2299999999999995,4962706
2017,4,British Columbia,"White sugar, 2 kilograms",3.0866666666666664,4962706
2017,4,British Columbia,"Wieners, 400 grams",3.5433333333333334,4962706
2017,4,British Columbia,"Yogurt, 500 grams",2.6999999999999997,4962706
2018,1,British Columbia,"Almonds, 200 grams",4.16,4974712
2018,1,British Columbia,"Apple juice, 2 litres",2.953333333333333,4974712
2018,1,British Columbia,"Apples, per kilogram",4.19,4974712
2018,1,British Columbia,"Avocado, unit",1.6933333333333334,4974712
2018,1,British Columbia,"Baby food, 128 millilitres",1.2633333333333334,4974712
2018,1,British Columbia,"Bacon, 500 grams",5.973333333333334,4974712
2018,1,British Columbia,"Bananas, per kilogram",1.5966666666666667,4974712
2018,1,British Columbia,"Block cheese, 500 grams",6.13,4974712
2018,1,British Columbia,"Broccoli, unit",2.2933333333333334,4974712
2018,1,British Columbia,"Brown rice, 900 grams ",4.566666666666666,4974712
2018,1,British Columbia,"Butter, 454 grams",4.16,4974712
2018,1,British Columbia,"Cabbage, per kilogram",2.0,4974712
2018,1,British Columbia,"Canned beans and lentils, 540 millilitres",1.19,4974712
2018,1,British Columbia,"Canned soup, 284 millilitres",1.33,4974712
2018,1,British Columbia,"Cantaloupe, unit",2.686666666666667,4974712
2018,1,British Columbia,"Celery, unit",1.9533333333333334,4974712
2018,1,British Columbia,"Cereal, 400 grams",3.17,4974712
2018,1,British Columbia,"Chicken breasts, per kilogram",13.136666666666665,4974712
2018,1,British Columbia,"Cream, 1 litre",3.22,4974712
2018,1,British Columbia,"Cucumber, unit",1.89,4974712
2018,1,British Columbia,"Dry or fresh pasta, 500 grams",2.4066666666666667,4974712
2018,1,British Columbia,"Eggs, 1 dozen",3.8966666666666665,4974712
2018,1,British Columbia,"Flatbread and pita, 500 grams ",3.53,4974712
2018,1,British Columbia,"Grapes, per kilogram",7.236666666666667,4974712
2018,1,British Columbia,"Ground beef, per kilogram",8.913333333333334,4974712
2018,1,British Columbia,"Iceberg lettuce, unit",2.0366666666666666,4974712
2018,1,British Columbia,"Infant formula, 900 grams ",30.453333333333333,4974712
2018,1,British Columbia,"Ketchup, 1 litre",3.25,4974712
2018,1,British Columbia,"Lemons, unit",1.1633333333333333,4974712
2018,1,British Columbia,"Limes, unit",0.5633333333333334,4974712
2018,1,British Columbia,"Margarine, 907 grams",4.27,4974712
2018,1,British Columbia,"Mayonnaise, 890 millilitres ",4.52,4974712
2018,1,British Columbia,"Meatless burgers, 226 grams",4.236666666666666,4974712
2018,1,British Columbia,"Milk, 4 litres",4.826666666666667,4974712
2018,1,British Columbia,"Onions, per kilogram",3.2266666666666666,4974712
2018,1,British Columbia,"Orange juice, 2 litres",3.7999999999999994,4974712
2018,1,British Columbia,"Oranges, per kilogram",3.0700000000000003,4974712
2018,1,British Columbia,"Pasta sauce, 650 millilitres",2.08,4974712
2018,1,British Columbia,"Peanuts, 450 grams",3.41,4974712
2018,1,British Columbia,"Pears, per kilogram",3.856666666666667,4974712
2018,1,British Columbia,"Peppers, per kilogram",7.616666666666667,4974712
2018,1,British Columbia,"Pork loin cuts, per kilogram",8.086666666666666,4974712
2018,1,British Columbia,"Potatoes, per kilogram",2.8966666666666665,4974712
2018,1,British Columbia,"Roasted or ground coffee, 340 grams",5.383333333333333,4974712
2018,1,British Columbia,"Salad dressing, 475 millilitres",2.526666666666667,4974712
2018,1,British Columbia,"Salmon, per kilogram",22.400000000000002,4974712
2018,1,British Columbia,"Salsa, 418 millilitres",3.24,4974712
2018,1,British Columbia,"Shrimp, 300 grams",7.489999999999999,4974712
2018,1,British Columbia,"Squash, per kilogram",3.4133333333333336,4974712
2018,1,British Columbia,Tea (20 bags),3.5366666666666666,4974712
2018,1,British Columbia,"Tofu, 350 grams ",2.1233333333333335,4974712
2018,1,British Columbia,"Tomatoes, per kilogram",4.89,4974712
2018,1,British Columbia,"Vegetable oil, 3 litres",8.946666666666667,4974712
2018,1,British Columbia,"Wheat flour, 2.5 kilograms",4.6,4974712
2018,1,British Columbia,"White bread, 675 grams",2.99,4974712
2018,1,British Columbia,"White rice, 2 kilograms",7.296666666666667,4974712
2018,1,British Columbia,"White sugar, 2 kilograms",3.0833333333333335,4974712
2018,1,British Columbia,"Wieners, 400 grams",3.5766666666666667,4974712
2018,1,British Columbia,"Yogurt, 500 grams",2.676666666666667,4974712
2018,2,British Columbia,"Almonds, 200 grams",4.739999999999999,4991716
2018,2,British Columbia,"Apple juice, 2 litres",2.9,4991716
2018,2,British Columbia,"Apples, per kilogram",4.32,4991716
2018,2,British Columbia,"Avocado, unit",1.7566666666666666,4991716
2018,2,British Columbia,"Baby food, 128 millilitres",1.2533333333333332,4991716
2018,2,British Columbia,"Bacon, 500 grams",5.760000000000001,4991716
2018,2,British Columbia,"Bananas, per kilogram",1.62,4991716
2018,2,British Columbia,"Block cheese, 500 grams",6.086666666666666,4991716
2018,2,British Columbia,"Broccoli, unit",2.77,4991716
2018,2,British Columbia,"Brown rice, 900 grams ",4.6066666666666665,4991716
2018,2,British Columbia,"Butter, 454 grams",4.103333333333333,4991716
2018,2,British Columbia,"Cabbage, per kilogram",2.27,4991716
2018,2,British Columbia,"Canned beans and lentils, 540 millilitres",1.19,4991716
2018,2,British Columbia,"Canned soup, 284 millilitres",1.4966666666666668,4991716
2018,2,British Columbia,"Cantaloupe, unit",2.78,4991716
2018,2,British Columbia,"Celery, unit",2.16,4991716
2018,2,British Columbia,"Cereal, 400 grams",3.233333333333333,4991716
2018,2,British Columbia,"Chicken breasts, per kilogram",13.229999999999999,4991716
2018,2,British Columbia,"Cream, 1 litre",3.2300000000000004,4991716
2018,2,British Columbia,"Cucumber, unit",1.5933333333333335,4991716
2018,2,British Columbia,"Dry or fresh pasta, 500 grams",2.5833333333333335,4991716
2018,2,British Columbia,"Eggs, 1 dozen",3.8699999999999997,4991716
2018,2,British Columbia,"Flatbread and pita, 500 grams ",3.516666666666667,4991716
2018,2,British Columbia,"Grapes, per kilogram",7.063333333333333,4991716
2018,2,British Columbia,"Ground beef, per kilogram",9.450000000000001,4991716
2018,2,British Columbia,"Iceberg lettuce, unit",2.16,4991716
2018,2,British Columbia,"Infant formula, 900 grams ",30.123333333333335,4991716
2018,2,British Columbia,"Ketchup, 1 litre",3.1533333333333338,4991716
2018,2,British Columbia,"Lemons, unit",1.0733333333333333,4991716
2018,2,British Columbia,"Limes, unit",0.6133333333333333,4991716
2018,2,British Columbia,"Margarine, 907 grams",4.476666666666667,4991716
2018,2,British Columbia,"Mayonnaise, 890 millilitres ",4.446666666666666,4991716
2018,2,British Columbia,"Meatless burgers, 226 grams",4.286666666666666,4991716
2018,2,British Columbia,"Milk, 4 litres",4.8,4991716
2018,2,British Columbia,"Onions, per kilogram",3.043333333333333,4991716
2018,2,British Columbia,"Orange juice, 2 litres",3.766666666666667,4991716
2018,2,British Columbia,"Oranges, per kilogram",3.52,4991716
2018,2,British Columbia,"Pasta sauce, 650 millilitres",2.1033333333333335,4991716
2018,2,British Columbia,"Peanuts, 450 grams",3.453333333333333,4991716
2018,2,British Columbia,"Pears, per kilogram",4.183333333333333,4991716
2018,2,British Columbia,"Peppers, per kilogram",7.153333333333333,4991716
2018,2,British Columbia,"Pork loin cuts, per kilogram",9.126666666666667,4991716
2018,2,British Columbia,"Potatoes, per kilogram",3.0,4991716
2018,2,British Columbia,"Roasted or ground coffee, 340 grams",5.45,4991716
2018,2,British Columbia,"Salad dressing, 475 millilitres",2.2566666666666664,4991716
2018,2,British Columbia,"Salmon, per kilogram",26.39,4991716
2018,2,British Columbia,"Salsa, 418 millilitres",3.233333333333333,4991716
2018,2,British Columbia,"Shrimp, 300 grams",7.863333333333333,4991716
2018,2,British Columbia,"Squash, per kilogram",3.7433333333333336,4991716
2018,2,British Columbia,Tea (20 bags),3.6199999999999997,4991716
2018,2,British Columbia,"Tofu, 350 grams ",2.1233333333333335,4991716
2018,2,British Columbia,"Tomatoes, per kilogram",3.563333333333333,4991716
2018,2,British Columbia,"Vegetable oil, 3 litres",9.346666666666666,4991716
2018,2,British Columbia,"Wheat flour, 2.5 kilograms",4.72,4991716
2018,2,British Columbia,"White bread, 675 grams",3.0033333333333334,4991716
2018,2,British Columbia,"White rice, 2 kilograms",7.09,4991716
2018,2,British Columbia,"White sugar, 2 kilograms",3.06,4991716
2018,2,British Columbia,"Wieners, 400 grams",3.59,4991716
2018,2,British Columbia,"Yogurt, 500 grams",2.706666666666667,4991716
2018,3,British Columbia,"Almonds, 200 grams",4.876666666666666,5020979
2018,3,British Columbia,"Apple juice, 2 litres",2.973333333333333,5020979
2018,3,British Columbia,"Apples, per kilogram",4.046666666666667,5020979
2018,3,British Columbia,"Avocado, unit",1.8999999999999997,5020979
2018,3,British Columbia,"Baby food, 128 millilitres",1.24,5020979
2018,3,British Columbia,"Bacon, 500 grams",6.103333333333333,5020979
2018,3,British Columbia,"Bananas, per kilogram",1.6000000000000003,5020979
2018,3,British Columbia,"Block cheese, 500 grams",6.103333333333334,5020979
2018,3,British Columbia,"Broccoli, unit",2.69,5020979
2018,3,British Columbia,"Brown rice, 900 grams ",4.613333333333333,5020979
2018,3,British Columbia,"Butter, 454 grams",4.163333333333333,5020979
2018,3,British Columbia,"Cabbage, per kilogram",2.046666666666667,5020979
2018,3,British Columbia,"Canned beans and lentils, 540 millilitres",1.1766666666666665,5020979
2018,3,British Columbia,"Canned soup, 284 millilitres",1.43,5020979
2018,3,British Columbia,"Cantaloupe, unit",2.6933333333333334,5020979
2018,3,British Columbia,"Celery, unit",2.15,5020979
2018,3,British Columbia,"Cereal, 400 grams",3.1966666666666668,5020979
2018,3,British Columbia,"Chicken breasts, per kilogram",13.146666666666667,5020979
2018,3,British Columbia,"Cream, 1 litre",3.3066666666666666,5020979
2018,3,British Columbia,"Cucumber, unit",1.7166666666666668,5020979
2018,3,British Columbia,"Dry or fresh pasta, 500 grams",2.6566666666666667,5020979
2018,3,British Columbia,"Eggs, 1 dozen",3.9033333333333338,5020979
2018,3,British Columbia,"Flatbread and pita, 500 grams ",3.8266666666666667,5020979
2018,3,British Columbia,"Grapes, per kilogram",6.87,5020979
2018,3,British Columbia,"Ground beef, per kilogram",9.086666666666666,5020979
2018,3,British Columbia,"Iceberg lettuce, unit",2.1333333333333333,5020979
2018,3,British Columbia,"Infant formula, 900 grams ",29.99,5020979
2018,3,British Columbia,"Ketchup, 1 litre",3.206666666666667,5020979
2018,3,British Columbia,"Lemons, unit",0.9466666666666667,5020979
2018,3,British Columbia,"Limes, unit",0.54,5020979
2018,3,British Columbia,"Margarine, 907 grams",4.583333333333333,5020979
2018,3,British Columbia,"Mayonnaise, 890 millilitres ",4.566666666666666,5020979
2018,3,British Columbia,"Meatless burgers, 226 grams",4.28,5020979
2018,3,British Columbia,"Milk, 4 litres",4.826666666666667,5020979
2018,3,British Columbia,"Onions, per kilogram",3.283333333333333,5020979
2018,3,British Columbia,"Orange juice, 2 litres",3.893333333333333,5020979
2018,3,British Columbia,"Oranges, per kilogram",3.7600000000000002,5020979
2018,3,British Columbia,"Pasta sauce, 650 millilitres",2.1966666666666668,5020979
2018,3,British Columbia,"Peanuts, 450 grams",3.3666666666666667,5020979
2018,3,British Columbia,"Pears, per kilogram",3.9966666666666666,5020979
2018,3,British Columbia,"Peppers, per kilogram",6.246666666666667,5020979
2018,3,British Columbia,"Pork loin cuts, per kilogram",9.020000000000001,5020979
2018,3,British Columbia,"Potatoes, per kilogram",3.0966666666666662,5020979
2018,3,British Columbia,"Roasted or ground coffee, 340 grams",5.489999999999999,5020979
2018,3,British Columbia,"Salad dressing, 475 millilitres",2.2533333333333334,5020979
2018,3,British Columbia,"Salmon, per kilogram",24.30333333333333,5020979
2018,3,British Columbia,"Salsa, 418 millilitres",3.296666666666667,5020979
2018,3,British Columbia,"Shrimp, 300 grams",7.826666666666667,5020979
2018,3,British Columbia,"Squash, per kilogram",3.6366666666666667,5020979
2018,3,British Columbia,Tea (20 bags),3.6300000000000003,5020979
2018,3,British Columbia,"Tofu, 350 grams ",2.19,5020979
2018,3,British Columbia,"Tomatoes, per kilogram",3.486666666666667,5020979
2018,3,British Columbia,"Vegetable oil, 3 litres",9.81,5020979
2018,3,British Columbia,"Wheat flour, 2.5 kilograms",4.739999999999999,5020979
2018,3,British Columbia,"White bread, 675 grams",2.953333333333333,5020979
2018,3,British Columbia,"White rice, 2 kilograms",7.123333333333334,5020979
2018,3,British Columbia,"White sugar, 2 kilograms",3.0366666666666666,5020979
2018,3,British Columbia,"Wieners, 400 grams",3.5866666666666664,5020979
2018,3,British Columbia,"Yogurt, 500 grams",2.7566666666666664,5020979
2018,4,British Columbia,"Almonds, 200 grams",4.79,5052131
2018,4,British Columbia,"Apple juice, 2 litres",2.953333333333333,5052131
2018,4,British Columbia,"Apples, per kilogram",3.74,5052131
2018,4,British Columbia,"Avocado, unit",1.8633333333333333,5052131
2018,4,British Columbia,"Baby food, 128 millilitres",1.2766666666666666,5052131
2018,4,British Columbia,"Bacon, 500 grams",6.3066666666666675,5052131
2018,4,British Columbia,"Bananas, per kilogram",1.6033333333333335,5052131
2018,4,British Columbia,"Block cheese, 500 grams",5.986666666666667,5052131
2018,4,British Columbia,"Broccoli, unit",2.81,5052131
2018,4,British Columbia,"Brown rice, 900 grams ",4.456666666666667,5052131
2018,4,British Columbia,"Butter, 454 grams",4.1866666666666665,5052131
2018,4,British Columbia,"Cabbage, per kilogram",2.0933333333333333,5052131
2018,4,British Columbia,"Canned beans and lentils, 540 millilitres",1.2466666666666668,5052131
2018,4,British Columbia,"Canned soup, 284 millilitres",1.4966666666666668,5052131
2018,4,British Columbia,"Cantaloupe, unit",2.98,5052131
2018,4,British Columbia,"Celery, unit",2.206666666666667,5052131
2018,4,British Columbia,"Cereal, 400 grams",3.17,5052131
2018,4,British Columbia,"Chicken breasts, per kilogram",13.366666666666667,5052131
2018,4,British Columbia,"Cream, 1 litre",3.4766666666666666,5052131
2018,4,British Columbia,"Cucumber, unit",2.23,5052131
2018,4,British Columbia,"Dry or fresh pasta, 500 grams",2.5900000000000003,5052131
2018,4,British Columbia,"Eggs, 1 dozen",4.0200000000000005,5052131
2018,4,British Columbia,"Flatbread and pita, 500 grams ",3.643333333333333,5052131
2018,4,British Columbia,"Grapes, per kilogram",6.506666666666667,5052131
2018,4,British Columbia,"Ground beef, per kilogram",8.973333333333334,5052131
2018,4,British Columbia,"Iceberg lettuce, unit",2.7899999999999996,5052131
2018,4,British Columbia,"Infant formula, 900 grams ",31.606666666666666,5052131
2018,4,British Columbia,"Ketchup, 1 litre",3.15,5052131
2018,4,British Columbia,"Lemons, unit",0.92,5052131
2018,4,British Columbia,"Limes, unit",0.5366666666666667,5052131
2018,4,British Columbia,"Margarine, 907 grams",4.213333333333334,5052131
2018,4,British Columbia,"Mayonnaise, 890 millilitres ",4.546666666666667,5052131
2018,4,British Columbia,"Meatless burgers, 226 grams",4.583333333333333,5052131
2018,4,British Columbia,"Milk, 4 litres",4.953333333333333,5052131
2018,4,British Columbia,"Onions, per kilogram",3.2266666666666666,5052131
2018,4,British Columbia,"Orange juice, 2 litres",3.783333333333333,5052131
2018,4,British Columbia,"Oranges, per kilogram",4.046666666666667,5052131
2018,4,British Columbia,"Pasta sauce, 650 millilitres",2.2733333333333334,5052131
2018,4,British Columbia,"Peanuts, 450 grams",3.3066666666666666,5052131
2018,4,British Columbia,"Pears, per kilogram",4.260000000000001,5052131
2018,4,British Columbia,"Peppers, per kilogram",7.566666666666666,5052131
2018,4,British Columbia,"Pork loin cuts, per kilogram",9.083333333333334,5052131
2018,4,British Columbia,"Potatoes, per kilogram",3.2099999999999995,5052131
2018,4,British Columbia,"Roasted or ground coffee, 340 grams",5.453333333333333,5052131
2018,4,British Columbia,"Salad dressing, 475 millilitres",2.4133333333333336,5052131
2018,4,British Columbia,"Salmon, per kilogram",27.006666666666664,5052131
2018,4,British Columbia,"Salsa, 418 millilitres",3.143333333333333,5052131
2018,4,British Columbia,"Shrimp, 300 grams",7.506666666666667,5052131
2018,4,British Columbia,"Squash, per kilogram",3.1133333333333333,5052131
2018,4,British Columbia,Tea (20 bags),3.263333333333333,5052131
2018,4,British Columbia,"Tofu, 350 grams ",2.223333333333333,5052131
2018,4,British Columbia,"Tomatoes, per kilogram",4.9366666666666665,5052131
2018,4,British Columbia,"Vegetable oil, 3 litres",9.666666666666666,5052131
2018,4,British Columbia,"Wheat flour, 2.5 kilograms",4.626666666666666,5052131
2018,4,British Columbia,"White bread, 675 grams",3.0700000000000003,5052131
2018,4,British Columbia,"White rice, 2 kilograms",7.473333333333334,5052131
2018,4,British Columbia,"White sugar, 2 kilograms",2.9266666666666663,5052131
2018,4,British Columbia,"Wieners, 400 grams",3.61,5052131
2018,4,British Columbia,"Yogurt, 500 grams",2.77,5052131
2019,1,British Columbia,"Almonds, 200 grams",4.7,5061132
2019,1,British Columbia,"Apple juice, 2 litres",2.9466666666666668,5061132
2019,1,British Columbia,"Apples, per kilogram",4.613333333333333,5061132
2019,1,British Columbia,"Avocado, unit",1.8166666666666667,5061132
2019,1,British Columbia,"Baby food, 128 millilitres",1.3266666666666669,5061132
2019,1,British Columbia,"Bacon, 500 grams",6.243333333333333,5061132
2019,1,British Columbia,"Bananas, per kilogram",1.616666666666667,5061132
2019,1,British Columbia,"Block cheese, 500 grams",6.1000000000000005,5061132
2019,1,British Columbia,"Broccoli, unit",2.733333333333333,5061132
2019,1,British Columbia,"Brown rice, 900 grams ",4.496666666666666,5061132
2019,1,British Columbia,"Butter, 454 grams",4.41,5061132
2019,1,British Columbia,"Cabbage, per kilogram",2.6733333333333333,5061132
2019,1,British Columbia,"Canned beans and lentils, 540 millilitres",1.2133333333333332,5061132
2019,1,British Columbia,"Canned soup, 284 millilitres",1.4333333333333333,5061132
2019,1,British Columbia,"Cantaloupe, unit",3.0433333333333334,5061132
2019,1,British Columbia,"Celery, unit",3.073333333333333,5061132
2019,1,British Columbia,"Cereal, 400 grams",3.1733333333333333,5061132
2019,1,British Columbia,"Chicken breasts, per kilogram",13.046666666666667,5061132
2019,1,British Columbia,"Cream, 1 litre",3.393333333333333,5061132
2019,1,British Columbia,"Cucumber, unit",2.1566666666666667,5061132
2019,1,British Columbia,"Dry or fresh pasta, 500 grams",2.57,5061132
2019,1,British Columbia,"Eggs, 1 dozen",3.9933333333333336,5061132
2019,1,British Columbia,"Flatbread and pita, 500 grams ",3.8200000000000003,5061132
2019,1,British Columbia,"Grapes, per kilogram",6.903333333333333,5061132
2019,1,British Columbia,"Ground beef, per kilogram",8.69,5061132
2019,1,British Columbia,"Iceberg lettuce, unit",2.5733333333333337,5061132
2019,1,British Columbia,"Infant formula, 900 grams ",31.55,5061132
2019,1,British Columbia,"Ketchup, 1 litre",3.266666666666667,5061132
2019,1,British Columbia,"Lemons, unit",0.9766666666666666,5061132
2019,1,British Columbia,"Limes, unit",0.5466666666666667,5061132
2019,1,British Columbia,"Margarine, 907 grams",4.423333333333333,5061132
2019,1,British Columbia,"Mayonnaise, 890 millilitres ",4.583333333333333,5061132
2019,1,British Columbia,"Meatless burgers, 226 grams",4.476666666666667,5061132
2019,1,British Columbia,"Milk, 4 litres",4.91,5061132
2019,1,British Columbia,"Onions, per kilogram",3.4166666666666665,5061132
2019,1,British Columbia,"Orange juice, 2 litres",3.9066666666666667,5061132
2019,1,British Columbia,"Oranges, per kilogram",3.5733333333333337,5061132
2019,1,British Columbia,"Pasta sauce, 650 millilitres",2.1133333333333333,5061132
2019,1,British Columbia,"Peanuts, 450 grams",3.203333333333333,5061132
2019,1,British Columbia,"Pears, per kilogram",4.04,5061132
2019,1,British Columbia,"Peppers, per kilogram",8.450000000000001,5061132
2019,1,British Columbia,"Pork loin cuts, per kilogram",8.933333333333334,5061132
2019,1,British Columbia,"Potatoes, per kilogram",3.3699999999999997,5061132
2019,1,British Columbia,"Roasted or ground coffee, 340 grams",5.446666666666666,5061132
2019,1,British Columbia,"Salad dressing, 475 millilitres",2.5733333333333337,5061132
2019,1,British Columbia,"Salmon, per kilogram",28.603333333333335,5061132
2019,1,British Columbia,"Salsa, 418 millilitres",3.2133333333333334,5061132
2019,1,British Columbia,"Shrimp, 300 grams",7.363333333333333,5061132
2019,1,British Columbia,"Squash, per kilogram",4.156666666666666,5061132
2019,1,British Columbia,Tea (20 bags),3.3866666666666667,5061132
2019,1,British Columbia,"Tofu, 350 grams ",2.2899999999999996,5061132
2019,1,British Columbia,"Tomatoes, per kilogram",5.566666666666666,5061132
2019,1,British Columbia,"Vegetable oil, 3 litres",7.616666666666666,5061132
2019,1,British Columbia,"Wheat flour, 2.5 kilograms",4.8933333333333335,5061132
2019,1,British Columbia,"White bread, 675 grams",3.073333333333333,5061132
2019,1,British Columbia,"White rice, 2 kilograms",7.6433333333333335,5061132
2019,1,British Columbia,"White sugar, 2 kilograms",3.0,5061132
2019,1,British Columbia,"Wieners, 400 grams",3.606666666666667,5061132
2019,1,British Columbia,"Yogurt, 500 grams",2.81,5061132
2019,2,British Columbia,"Almonds, 200 grams",4.826666666666667,5080515
2019,2,British Columbia,"Apple juice, 2 litres",2.763333333333333,5080515
2019,2,British Columbia,"Apples, per kilogram",5.203333333333333,5080515
2019,2,British Columbia,"Avocado, unit",2.19,5080515
2019,2,British Columbia,"Baby food, 128 millilitres",1.2866666666666668,5080515
2019,2,British Columbia,"Bacon, 500 grams",6.136666666666667,5080515
2019,2,British Columbia,"Bananas, per kilogram",1.6066666666666667,5080515
2019,2,British Columbia,"Block cheese, 500 grams",6.166666666666667,5080515
2019,2,British Columbia,"Broccoli, unit",2.9866666666666664,5080515
2019,2,British Columbia,"Brown rice, 900 grams ",4.413333333333333,5080515
2019,2,British Columbia,"Butter, 454 grams",4.17,5080515
2019,2,British Columbia,"Cabbage, per kilogram",3.106666666666667,5080515
2019,2,British Columbia,"Canned beans and lentils, 540 millilitres",1.2166666666666666,5080515
2019,2,British Columbia,"Canned soup, 284 millilitres",1.57,5080515
2019,2,British Columbia,"Cantaloupe, unit",3.266666666666667,5080515
2019,2,British Columbia,"Celery, unit",5.09,5080515
2019,2,British Columbia,"Cereal, 400 grams",3.1233333333333335,5080515
2019,2,British Columbia,"Chicken breasts, per kilogram",12.700000000000001,5080515
2019,2,British Columbia,"Cream, 1 litre",3.3833333333333333,5080515
2019,2,British Columbia,"Cucumber, unit",1.71,5080515
2019,2,British Columbia,"Dry or fresh pasta, 500 grams",2.5866666666666664,5080515
2019,2,British Columbia,"Eggs, 1 dozen",4.003333333333333,5080515
2019,2,British Columbia,"Flatbread and pita, 500 grams ",3.69,5080515
2019,2,British Columbia,"Grapes, per kilogram",7.233333333333333,5080515
2019,2,British Columbia,"Ground beef, per kilogram",9.103333333333333,5080515
2019,2,British Columbia,"Iceberg lettuce, unit",2.4433333333333334,5080515
2019,2,British Columbia,"Infant formula, 900 grams ",31.013333333333332,5080515
2019,2,British Columbia,"Ketchup, 1 litre",3.0400000000000005,5080515
2019,2,British Columbia,"Lemons, unit",0.98,5080515
2019,2,British Columbia,"Limes, unit",0.7133333333333333,5080515
2019,2,British Columbia,"Margarine, 907 grams",4.32,5080515
2019,2,British Columbia,"Mayonnaise, 890 millilitres ",4.26,5080515
2019,2,British Columbia,"Meatless burgers, 226 grams",5.726666666666667,5080515
2019,2,British Columbia,"Milk, 4 litres",4.846666666666667,5080515
2019,2,British Columbia,"Onions, per kilogram",3.936666666666667,5080515
2019,2,British Columbia,"Orange juice, 2 litres",3.7733333333333334,5080515
