"REF_DATE","GEO","DGUID","Products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-03","Saskatchewan","2016A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","2.77","","","","2"
"2024-04","Saskatchewan","2016A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","2.79","","","","2"
"2024-05","Saskatchewan","2016A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","2.50","","","","2"
"2024-06","Saskatchewan","2016A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","3.17","","","","2"
"2024-07","Saskatchewan","2016A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","2.68","","","","2"
"2024-08","Saskatchewan","2016A000247","Crackers and crisp breads, 200 grams ","Dollars","81","units","0","v1458870176","8.91","2.75","","","","2"
"2017-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.41","","","","2"
"2017-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.35","","","","2"
"2017-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.35","","","","2"
"2017-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.51","","","","2"
"2017-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.34","","","","2"
"2017-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.32","","","","2"
"2017-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.60","","","","2"
"2017-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.45","","","","2"
"2017-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.32","","","","2"
"2017-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.65","","","","2"
"2017-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.56","","","","2"
"2017-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.40","","","","2"
"2018-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.53","","","","2"
"2018-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.44","","","","2"
"2018-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.56","","","","2"
"2018-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.38","","","","2"
"2018-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.52","","","","2"
"2018-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.50","","","","2"
"2018-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.53","","","","2"
"2018-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.54","","","","2"
"2018-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.40","","","","2"
"2018-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.62","","","","2"
"2018-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.63","","","","2"
"2018-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.68","","","","2"
"2019-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.64","","","","2"
"2019-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.71","","","","2"
"2019-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.63","","","","2"
"2019-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.45","","","","2"
"2019-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.52","","","","2"
"2019-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.61","","","","2"
"2019-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.72","","","","2"
"2019-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.62","","","","2"
"2019-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.54","","","","2"
"2019-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.66","","","","2"
"2019-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.59","","","","2"
"2019-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.62","","","","2"
"2020-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.59","","","","2"
"2020-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.53","","","","2"
"2020-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.52","","","","2"
"2020-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.51","","","","2"
"2020-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.65","","","","2"
"2020-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.83","","","","2"
"2020-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.52","","","","2"
"2020-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.67","","","","2"
"2020-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.54","","","","2"
"2020-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.70","","","","2"
"2020-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.55","","","","2"
"2020-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.61","","","","2"
"2021-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.59","","","","2"
"2021-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.73","","","","2"
"2021-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.55","","","","2"
"2021-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.61","","","","2"
"2021-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.71","","","","2"
"2021-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.61","","","","2"
"2021-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.58","","","","2"
"2021-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.61","","","","2"
"2021-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.55","","","","2"
"2021-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.51","","","","2"
"2021-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.50","","","","2"
"2021-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.38","","","","2"
"2022-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.62","","","","2"
"2022-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.66","","","","2"
"2022-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.68","","","","2"
"2022-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.66","","","","2"
"2022-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.83","","","","2"
"2022-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.85","","","","2"
"2022-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.92","","","","2"
"2022-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.86","","","","2"
"2022-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.97","","","","2"
"2022-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.84","","","","2"
"2022-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","2.80","","","","2"
"2022-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.03","","","","2"
"2023-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.15","","","","2"
"2023-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.07","","","","2"
"2023-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.22","","","","2"
"2023-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.31","","","","2"
"2023-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.29","","","","2"
"2023-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.18","","","","2"
"2023-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.33","","","","2"
"2023-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.29","","","","2"
"2023-09","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.27","","","","2"
"2023-10","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.18","","","","2"
"2023-11","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.14","","","","2"
"2023-12","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.21","","","","2"
"2024-01","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.05","","","","2"
"2024-02","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.24","","","","2"
"2024-03","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.24","","","","2"
"2024-04","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.26","","","","2"
"2024-05","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.15","","","","2"
"2024-06","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.39","","","","2"
"2024-07","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.35","","","","2"
"2024-08","Saskatchewan","2016A000247","Cookies and sweet biscuits, 300 grams ","Dollars","81","units","0","v1458870175","8.92","3.04","","","","2"
"2017-01","Saskatchewan","2016A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.65","","","","2"
"2017-02","Saskatchewan","2016A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.57","","","","2"
"2017-03","Saskatchewan","2016A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.50","","","","2"
"2017-04","Saskatchewan","2016A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.65","","","","2"
"2017-05","Saskatchewan","2016A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.48","","","","2"
"2017-06","Saskatchewan","2016A000247","Dry or fresh pasta, 500 grams","Dollars","81","units","0","v1353834622","8.57","2.41","","","","2"
"2019-04","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.54","","","","2"
"2019-05","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.47","","","","2"
"2019-06","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.38","","","","2"
"2019-07","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.34","","","","2"
"2019-08","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.30","","","","2"
"2019-09","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.13","","","","2"
"2019-10","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.27","","","","2"
"2019-11","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.06","","","","2"
"2019-12","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.22","","","","2"
"2020-01","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.13","","","","2"
"2020-02","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.14","","","","2"
"2020-03","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.22","","","","2"
"2020-04","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.42","","","","2"
"2020-05","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.73","","","","2"
"2020-06","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.11","","","","2"
"2020-07","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.27","","","","2"
"2020-08","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.48","","","","2"
"2020-09","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.19","","","","2"
"2020-10","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.24","","","","2"
"2020-11","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.15","","","","2"
"2020-12","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.54","","","","2"
"2021-01","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.12","","","","2"
"2021-02","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.71","","","","2"
"2021-03","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.40","","","","2"
"2021-04","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.40","","","","2"
"2021-05","British Columbia","2016A000259","Shrimp, 300 grams","Dollars","81","units","0","v1458870261","10.79","7.48","","","","2"
"2019-12","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.84","","","","2"
"2020-01","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.80","","","","2"
"2020-02","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.92","","","","2"
"2020-03","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.02","","","","2"
"2020-04","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.22","","","","2"
"2020-05","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.08","","","","2"
"2020-06","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.92","","","","2"
"2020-07","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.05","","","","2"
"2020-08","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.89","","","","2"
"2020-09","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.96","","","","2"
"2020-10","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.90","","","","2"
"2020-11","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.10","","","","2"
"2020-12","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.31","","","","2"
"2021-01","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.89","","","","2"
"2021-02","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.13","","","","2"
"2021-03","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.90","","","","2"
"2021-04","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.28","","","","2"
"2021-05","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.35","","","","2"
"2021-06","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.09","","","","2"
"2021-07","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.22","","","","2"
"2021-08","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.21","","","","2"
"2021-09","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.09","","","","2"
"2021-10","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.30","","","","2"
"2021-11","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.14","","","","2"
"2021-12","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.46","","","","2"
"2022-01","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.95","","","","2"
"2022-02","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.33","","","","2"
"2022-03","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.05","","","","2"
"2022-04","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.17","","","","2"
"2022-05","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.46","","","","2"
"2022-06","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.32","","","","2"
"2022-07","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.35","","","","2"
"2022-08","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.30","","","","2"
"2022-09","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.14","","","","2"
"2022-10","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.25","","","","2"
"2022-11","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.23","","","","2"
"2022-12","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.36","","","","2"
"2023-01","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.95","","","","2"
"2023-02","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.20","","","","2"
"2023-03","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.28","","","","2"
"2023-04","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.46","","","","2"
"2023-05","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.52","","","","2"
"2023-06","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.42","","","","2"
"2023-07","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.37","","","","2"
"2023-08","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.13","","","","2"
"2023-09","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.08","","","","2"
"2023-10","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.88","","","","2"
"2023-11","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","2.97","","","","2"
"2023-12","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.43","","","","2"
"2024-01","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.37","","","","2"
"2024-02","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.51","","","","2"
"2024-03","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.58","","","","2"
"2024-04","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.55","","","","2"
"2024-05","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.72","","","","2"
"2024-06","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.62","","","","2"
"2024-07","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.48","","","","2"
"2024-08","Quebec","2016A000224","Toothpaste, 100 millilitres","Dollars","81","units","0","v1353834530","5.76","3.05","","","","2"
"2017-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.85","","","","2"
"2017-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.73","","","","2"
"2017-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.47","","","","2"
"2017-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.86","","","","2"
"2017-05","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.04","","","","2"
"2017-06","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.94","","","","2"
"2017-07","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.89","","","","2"
"2017-08","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.76","","","","2"
"2017-09","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.76","","","","2"
"2017-10","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.79","","","","2"
"2017-11","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.95","","","","2"
"2017-12","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.72","","","","2"
"2018-01","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.96","","","","2"
"2018-02","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.86","","","","2"
"2018-03","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.36","","","","2"
"2018-04","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","3.98","","","","2"
"2018-05","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.72","","","","2"
"2018-06","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.82","","","","2"
"2018-07","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","5.12","","","","2"
"2018-08","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.39","","","","2"
"2018-09","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.35","","","","2"
"2018-10","Quebec","2016A000224","Shampoo, 400 millilitres","Dollars","81","units","0","v1353834531","5.77","4.74","","","","2"
