"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5020979","","","","0"
"2018-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5052131","","","","0"
"2019-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5061132","","","","0"
"2019-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5080515","","","","0"
"2019-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5111022","","","","0"
"2019-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5148047","","","","0"
"2020-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5157053","","","","0"
"2020-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5169535","","","","0"
"2020-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5176101","","","","0"
"2020-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5173896","","","","0"
"2021-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5180015","","","","0"
"2021-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5200393","","","","0"
"2021-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5226665","","","","0"
"2021-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5267182","","","","0"
"2022-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5287422","","","","0"
"2022-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5311608","","","","0"
"2022-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5357486","","","","0"
"2022-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5408601","","","","0"
"2023-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5443002","","","","0"
"2023-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5478258","","","","0"
"2023-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5531553","","","","0"
"2023-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","5593961","","","","0"
"2024-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","5627961","","","","0"
"2024-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","5666888","","","","0"
"2024-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","5698430","","","","0"
"2017-01","Yukon","2016A000260","Persons","249","units","0","v4","12","38801","","","","0"
"2017-04","Yukon","2016A000260","Persons","249","units","0","v4","12","39108","","","","0"
"2017-07","Yukon","2016A000260","Persons","249","units","0","v4","12","39533","","","","0"
"2017-10","Yukon","2016A000260","Persons","249","units","0","v4","12","39705","","","","0"
"2018-01","Yukon","2016A000260","Persons","249","units","0","v4","12","39873","","","","0"
"2018-04","Yukon","2016A000260","Persons","249","units","0","v4","12","40037","","","","0"
"2018-07","Yukon","2016A000260","Persons","249","units","0","v4","12","40403","","","","0"
"2018-10","Yukon","2016A000260","Persons","249","units","0","v4","12","40533","","","","0"
"2019-01","Yukon","2016A000260","Persons","249","units","0","v4","12","40716","","","","0"
"2019-04","Yukon","2016A000260","Persons","249","units","0","v4","12","40779","","","","0"
"2019-07","Yukon","2016A000260","Persons","249","units","0","v4","12","41187","","","","0"
"2019-10","Yukon","2016A000260","Persons","249","units","0","v4","12","41460","","","","0"
"2020-01","Yukon","2016A000260","Persons","249","units","0","v4","12","41505","","","","0"
"2020-04","Yukon","2016A000260","Persons","249","units","0","v4","12","41807","","","","0"
"2020-07","Yukon","2016A000260","Persons","249","units","0","v4","12","41958","","","","0"
"2020-10","Yukon","2016A000260","Persons","249","units","0","v4","12","42109","","","","0"
"2021-01","Yukon","2016A000260","Persons","249","units","0","v4","12","42157","","","","0"
"2021-04","Yukon","2016A000260","Persons","249","units","0","v4","12","42443","","","","0"
"2021-07","Yukon","2016A000260","Persons","249","units","0","v4","12","42961","","","","0"
"2021-10","Yukon","2016A000260","Persons","249","units","0","v4","12","43128","","","","0"
"2022-01","Yukon","2016A000260","Persons","249","units","0","v4","12","43067","","","","0"
"2022-04","Yukon","2016A000260","Persons","249","units","0","v4","12","43455","","","","0"
"2022-07","Yukon","2016A000260","Persons","249","units","0","v4","12","43900","","","","0"
"2022-10","Yukon","2016A000260","Persons","249","units","0","v4","12","44193","","","","0"
"2023-01","Yukon","2016A000260","Persons","249","units","0","v4","12","44509","","","","0"
"2023-04","Yukon","2016A000260","Persons","249","units","0","v4","12","44916","","","","0"
"2023-07","Yukon","2016A000260","Persons","249","units","0","v4","12","45463","","","","0"
"2023-10","Yukon","2016A000260","Persons","249","units","0","v4","12","45676","","","","0"
"2024-01","Yukon","2016A000260","Persons","249","units","0","v4","12","45936","","","","0"
"2024-04","Yukon","2016A000260","Persons","249","units","0","v4","12","46353","","","","0"
"2024-07","Yukon","2016A000260","Persons","249","units","0","v4","12","46704","","","","0"
"2017-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44471","","","","0"
"2017-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44626","","","","0"
"2017-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44656","","","","0"
"2017-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44825","","","","0"
"2018-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44730","","","","0"
"2018-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44934","","","","0"
"2018-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44536","","","","0"
"2018-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44487","","","","0"
"2019-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44675","","","","0"
"2019-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44560","","","","0"
"2019-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44442","","","","0"
"2019-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44512","","","","0"
"2020-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44533","","","","0"
"2020-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44565","","","","0"
"2020-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44504","","","","0"
"2020-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44395","","","","0"
"2021-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44432","","","","0"
"2021-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44679","","","","0"
"2021-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44579","","","","0"
"2021-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44593","","","","0"
"2022-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44752","","","","0"
"2022-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44788","","","","0"
"2022-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44634","","","","0"
"2022-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44588","","","","0"
"2023-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44446","","","","0"
"2023-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44468","","","","0"
"2023-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44681","","","","0"
"2023-10","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44495","","","","0"
"2024-01","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44499","","","","0"
"2024-04","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44686","","","","0"
"2024-07","Northwest Territories","2016A000261","Persons","249","units","0","v6","14","44731","","","","0"
"2017-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","37246","","","","0"
"2017-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","37431","","","","0"
"2017-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","37656","","","","0"
"2017-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","37829","","","","0"
"2018-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","37830","","","","0"
"2018-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","37976","","","","0"
"2018-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","38322","","","","0"
"2018-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","38487","","","","0"
"2019-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","38574","","","","0"
"2019-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","38764","","","","0"
"2019-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","38839","","","","0"
"2019-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","38893","","","","0"
"2020-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","39010","","","","0"
"2020-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","39137","","","","0"
"2020-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","39479","","","","0"
"2020-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","39581","","","","0"
"2021-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","39750","","","","0"
"2021-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","39879","","","","0"
"2021-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","40086","","","","0"
"2021-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","40229","","","","0"
"2022-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","40271","","","","0"
"2022-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","40460","","","","0"
"2022-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","40457","","","","0"
"2022-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","40491","","","","0"
"2023-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","40569","","","","0"
"2023-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","40560","","","","0"
"2023-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","40700","","","","0"
"2023-10","Nunavut","2016A000262","Persons","249","units","0","v7","15","40898","","","","0"
"2024-01","Nunavut","2016A000262","Persons","249","units","0","v7","15","40794","","","","0"
"2024-04","Nunavut","2016A000262","Persons","249","units","0","v7","15","40851","","","","0"
"2024-07","Nunavut","2016A000262","Persons","249","units","0","v7","15","41159","","","","0"


